state,st,firstname,lastname,bioguide,year,start,end,district_number,congress_number,govtrack,wikipedia,wikidata,google_entity_id,house_history,icpsr,com_agriculture_102,com_appropriations_104,com_mil_natsec_106,com_finserv_113,com_budget_115,com_edu_work_124,com_energy_commerce_128,com_intl_rel_134,com_gov_ops_138,com_house_admin_142,com_judiciary_156,com_merch_marine_160,com_nat_resource_164,com_mail_civserv_168,com_infrastructure_173,com_rules_176,com_science_182,com_small_biz_184,com_off_standards_186,com_va_192,com_ways_mean_196,com_intel_242,com_home_sec_251,com_energy_252,com_voting_2007_253,com_benghazi_299,com_library_500,com_printing_501,com_taxation_503,com_economic_507,com_def_reduct_511,com_congress_org_522,com_house_leadership_661
California,CA,Lucille,Roybal-Allard,R000486,2019,2019-01-03,2021-01-03,40,116,400347,Lucille Roybal-Allard,Q469115,kg:/m/024txf,20686,29317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Mark,Takano,T000472,2019,2019-01-03,2021-01-03,41,116,412520,Mark Takano,Q399593,kg:/m/0k3lj_y,NA,21312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Ken,Calvert,C000059,2019,2019-01-03,2021-01-03,42,116,400057,Ken Calvert,Q538978,kg:/m/024xl1,10517,29323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Maxine,Waters,W000187,2019,2019-01-03,2021-01-03,43,116,400422,Maxine Waters,Q461727,kg:/m/024tyk,23438,29106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Nanette,Barragán,B001300,2019,2019-01-03,2021-01-03,44,116,412687,Nanette Barragán,Q21662745,kg:/g/11bx55ybbz,NA,21703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Katie,Porter,P000618,2019,2019-01-03,2021-01-03,45,116,412758,Katie Porter,Q58754391,kg:/g/11fkr56zm6,NA,21954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,J.,Correa,C001110,2019,2019-01-03,2021-01-03,46,116,412688,Lou Correa,Q6685454,kg:/m/02q_np2,NA,21711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Alan,Lowenthal,L000579,2019,2019-01-03,2021-01-03,47,116,412521,Alan Lowenthal,Q3740782,kg:/m/027jz0m,NA,21313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Harley,Rouda,R000616,2019,2019-01-03,2021-01-03,48,116,412759,Harley Rouda,Q58333597,NA,NA,21960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Mike,Levin,L000593,2019,2019-01-03,2021-01-03,49,116,412760,Mike Levin,Q55424854,kg:/g/11gfd5mdpc,NA,21939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Duncan,Hunter,H001048,2019,2019-01-03,2020-01-13,50,116,412283,Duncan D. Hunter,Q540521,kg:/m/047tpf2,15592,20963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Juan,Vargas,V000130,2019,2019-01-03,2021-01-03,51,116,412522,Juan Vargas,Q3791701,kg:/m/076bp4,NA,21314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Scott,Peters,P000608,2019,2019-01-03,2021-01-03,52,116,412523,Scott Peters (politician),Q3791514,kg:/m/02rymxd,NA,21315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Susan,Davis,D000598,2019,2019-01-03,2021-01-03,53,116,400097,Susan Davis (politician),Q460675,kg:/m/024xs5,12571,20108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,CA,Doug,LaMalfa,L000578,2018,2017-01-03,2019-01-03,1,115,412510,Doug LaMalfa,Q1703840,kg:/m/0288tnx,NA,21302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jared,Huffman,H001068,2018,2017-01-03,2019-01-03,2,115,412511,Jared Huffman,Q3276717,kg:/m/0ksfyx,NA,21303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,John,Garamendi,G000559,2018,2017-01-03,2019-01-03,3,115,412382,John Garamendi,Q1340268,kg:/m/05fvls,14276,20958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Tom,McClintock,M001177,2018,2017-01-03,2019-01-03,4,115,412295,Tom McClintock,Q535887,kg:/m/01r6jp,18824,20903,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Mike,Thompson,T000460,2018,2017-01-03,2019-01-03,5,115,400403,Mike Thompson (California politician),Q1323196,kg:/m/024sdl,23200,29901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Doris,Matsui,M001163,2018,2017-01-03,2019-01-03,6,115,400663,Doris Matsui,Q399561,kg:/m/059hdf,18797,20538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ami,Bera,B001287,2018,2017-01-03,2019-01-03,7,115,412512,Ami Bera,Q3389105,kg:/m/0dgqnts,NA,21304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Paul,Cook,C001094,2018,2017-01-03,2019-01-03,8,115,412513,Paul Cook (politician),Q3408766,kg:/m/0288t_6,NA,21305,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jerry,McNerney,M001166,2018,2017-01-03,2019-01-03,9,115,412189,Jerry McNerney,Q1344743,kg:/m/07zk65,18803,20702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jeff,Denham,D000612,2018,2017-01-03,2019-01-03,10,115,412403,Jeff Denham,Q1686295,kg:/m/02q4gng,12597,21109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Mark,DeSaulnier,D000623,2018,2017-01-03,2019-01-03,11,115,412613,Mark DeSaulnier,Q6767311,kg:/m/0289gkw,NA,21504,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Nancy,Pelosi,P000197,2018,2017-01-03,2019-01-03,12,115,400314,Nancy Pelosi,Q170581,kg:/m/012v1t,19519,15448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
California,CA,Barbara,Lee,L000551,2018,2017-01-03,2019-01-03,13,115,400237,Barbara Lee,Q289317,kg:/m/024sjy,17282,29778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jackie,Speier,S001175,2018,2017-01-03,2019-01-03,14,115,412259,Jackie Speier,Q218544,kg:/m/06k27l,22606,20762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Eric,Swalwell,S001193,2018,2017-01-03,2019-01-03,15,115,412514,Eric Swalwell,Q3466996,kg:/m/0ncq55g,NA,21306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jim,Costa,C001059,2018,2017-01-03,2019-01-03,16,115,400618,Jim Costa,Q675869,kg:/m/04chm2,11782,20501,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ro,Khanna,K000389,2018,2017-01-03,2019-01-03,17,115,412684,Ro Khanna,Q7339221,kg:/m/0q3z5xy,NA,21728,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Anna,Eshoo,E000215,2018,2017-01-03,2019-01-03,18,115,400124,Anna Eshoo,Q291193,kg:/m/024t6x,12867,29312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Zoe,Lofgren,L000397,2018,2017-01-03,2019-01-03,19,115,400245,Zoe Lofgren,Q218217,kg:/m/024t94,17087,29504,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jimmy,Panetta,P000613,2018,2017-01-03,2019-01-03,20,115,412685,Jimmy Panetta,Q27733776,kg:/m/0pyy9y4,NA,21740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,David,Valadao,V000129,2018,2017-01-03,2019-01-03,21,115,412515,David Valadao,Q3528567,kg:/m/0g55rlx,NA,21307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Devin,Nunes,N000181,2018,2017-01-03,2019-01-03,22,115,400297,Devin Nunes,Q539493,kg:/m/024tds,19058,20307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Kevin,McCarthy,M001165,2018,2017-01-03,2019-01-03,23,115,412190,Kevin McCarthy,Q766866,kg:/m/074qxm,18801,20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
California,CA,Salud,Carbajal,C001112,2018,2017-01-03,2019-01-03,24,115,412686,Salud Carbajal,Q27805429,kg:/g/11cmh_7rjt,NA,21709,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Steve,Knight,K000387,2018,2017-01-03,2019-01-03,25,115,412614,Steve Knight (politician),Q7613060,kg:/m/05zjrvq,NA,21505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Julia,Brownley,B001285,2018,2017-01-03,2019-01-03,26,115,412516,Julia Brownley,Q3577073,kg:/m/027z42z,15032386871,21308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Judy,Chu,C001080,2018,2017-01-03,2019-01-03,27,115,412379,Judy Chu,Q460035,kg:/m/0krsk2,11820,20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Adam,Schiff,S001150,2018,2017-01-03,2019-01-03,28,115,400361,Adam Schiff,Q350843,kg:/m/024tls,22560,20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Tony,Cárdenas,C001097,2018,2017-01-03,2019-01-03,29,115,412517,Tony Cárdenas,Q3620422,kg:/m/0cgzsw,NA,21309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Brad,Sherman,S000344,2018,2017-01-03,2019-01-03,30,115,400371,Brad Sherman,Q672919,kg:/m/024tkr,21565,29707,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Pete,Aguilar,A000371,2018,2017-01-03,2019-01-03,31,115,412615,Pete Aguilar,Q7171821,kg:/m/0jwv0xf,NA,21506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Grace,Napolitano,N000179,2018,2017-01-03,2019-01-03,32,115,400290,Grace Napolitano,Q469139,kg:/m/024v0s,19055,29903,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ted,Lieu,L000582,2018,2017-01-03,2019-01-03,33,115,412616,Ted Lieu,Q7693450,kg:/m/0f3y2w,NA,21507,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jimmy,Gomez,G000585,2018,2017-07-11,2019-01-03,34,115,412739,Jimmy Gomez,Q6200205,kg:/m/0n_73h1,15032449022,21754,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Norma,Torres,T000474,2018,2017-01-03,2019-01-03,35,115,412617,Norma Torres,Q3343727,kg:/m/03wd1hs,15032410409,21508,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Raul,Ruiz,R000599,2018,2017-01-03,2019-01-03,36,115,412519,Raul Ruiz (politician),Q3701994,kg:/m/02p8pz0,NA,21311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Karen,Bass,B001270,2018,2017-01-03,2019-01-03,37,115,412404,Karen Bass,Q461739,kg:/m/027g9m6,10433,21110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Linda,Sánchez,S001156,2018,2017-01-03,2019-01-03,38,115,400355,Linda Sánchez,Q291143,kg:/m/024xc7,22572,20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Edward,Royce,R000487,2018,2017-01-03,2019-01-03,39,115,400348,Ed Royce,Q1282477,kg:/m/024xcy,20688,29321,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Lucille,Roybal-Allard,R000486,2018,2017-01-03,2019-01-03,40,115,400347,Lucille Roybal-Allard,Q469115,kg:/m/024txf,20686,29317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Mark,Takano,T000472,2018,2017-01-03,2019-01-03,41,115,412520,Mark Takano,Q399593,kg:/m/0k3lj_y,NA,21312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ken,Calvert,C000059,2018,2017-01-03,2019-01-03,42,115,400057,Ken Calvert,Q538978,kg:/m/024xl1,10517,29323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Maxine,Waters,W000187,2018,2017-01-03,2019-01-03,43,115,400422,Maxine Waters,Q461727,kg:/m/024tyk,23438,29106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Nanette,Barragán,B001300,2018,2017-01-03,2019-01-03,44,115,412687,Nanette Barragán,Q21662745,kg:/g/11bx55ybbz,NA,21703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
California,CA,Mimi,Walters,W000820,2018,2017-01-03,2019-01-03,45,115,412618,Mimi Walters,Q6862199,kg:/m/077r0l,15032409970,21509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,J.,Correa,C001110,2018,2017-01-03,2019-01-03,46,115,412688,Lou Correa,Q6685454,kg:/m/02q_np2,NA,21711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
California,CA,Alan,Lowenthal,L000579,2018,2017-01-03,2019-01-03,47,115,412521,Alan Lowenthal,Q3740782,kg:/m/027jz0m,NA,21313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Dana,Rohrabacher,R000409,2018,2017-01-03,2019-01-03,48,115,400343,Dana Rohrabacher,Q983055,kg:/m/02gtr,20593,15621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Darrell,Issa,I000056,2018,2017-01-03,2019-01-03,49,115,400196,Darrell Issa,Q1166592,kg:/m/01r7wc,15689,20107,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Duncan,Hunter,H001048,2018,2017-01-03,2019-01-03,50,115,412283,Duncan D. Hunter,Q540521,kg:/m/047tpf2,15592,20963,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Juan,Vargas,V000130,2018,2017-01-03,2019-01-03,51,115,412522,Juan Vargas,Q3791701,kg:/m/076bp4,NA,21314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Scott,Peters,P000608,2018,2017-01-03,2019-01-03,52,115,412523,Scott Peters (politician),Q3791514,kg:/m/02rymxd,NA,21315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Susan,Davis,D000598,2018,2017-01-03,2019-01-03,53,115,400097,Susan Davis (politician),Q460675,kg:/m/024xs5,12571,20108,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Doug,LaMalfa,L000578,2017,2017-01-03,2019-01-03,1,115,412510,Doug LaMalfa,Q1703840,kg:/m/0288tnx,NA,21302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jared,Huffman,H001068,2017,2017-01-03,2019-01-03,2,115,412511,Jared Huffman,Q3276717,kg:/m/0ksfyx,NA,21303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,John,Garamendi,G000559,2017,2017-01-03,2019-01-03,3,115,412382,John Garamendi,Q1340268,kg:/m/05fvls,14276,20958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Tom,McClintock,M001177,2017,2017-01-03,2019-01-03,4,115,412295,Tom McClintock,Q535887,kg:/m/01r6jp,18824,20903,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Mike,Thompson,T000460,2017,2017-01-03,2019-01-03,5,115,400403,Mike Thompson (California politician),Q1323196,kg:/m/024sdl,23200,29901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Doris,Matsui,M001163,2017,2017-01-03,2019-01-03,6,115,400663,Doris Matsui,Q399561,kg:/m/059hdf,18797,20538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ami,Bera,B001287,2017,2017-01-03,2019-01-03,7,115,412512,Ami Bera,Q3389105,kg:/m/0dgqnts,NA,21304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Paul,Cook,C001094,2017,2017-01-03,2019-01-03,8,115,412513,Paul Cook (politician),Q3408766,kg:/m/0288t_6,NA,21305,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jerry,McNerney,M001166,2017,2017-01-03,2019-01-03,9,115,412189,Jerry McNerney,Q1344743,kg:/m/07zk65,18803,20702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jeff,Denham,D000612,2017,2017-01-03,2019-01-03,10,115,412403,Jeff Denham,Q1686295,kg:/m/02q4gng,12597,21109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Mark,DeSaulnier,D000623,2017,2017-01-03,2019-01-03,11,115,412613,Mark DeSaulnier,Q6767311,kg:/m/0289gkw,NA,21504,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Nancy,Pelosi,P000197,2017,2017-01-03,2019-01-03,12,115,400314,Nancy Pelosi,Q170581,kg:/m/012v1t,19519,15448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
California,CA,Barbara,Lee,L000551,2017,2017-01-03,2019-01-03,13,115,400237,Barbara Lee,Q289317,kg:/m/024sjy,17282,29778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jackie,Speier,S001175,2017,2017-01-03,2019-01-03,14,115,412259,Jackie Speier,Q218544,kg:/m/06k27l,22606,20762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Eric,Swalwell,S001193,2017,2017-01-03,2019-01-03,15,115,412514,Eric Swalwell,Q3466996,kg:/m/0ncq55g,NA,21306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jim,Costa,C001059,2017,2017-01-03,2019-01-03,16,115,400618,Jim Costa,Q675869,kg:/m/04chm2,11782,20501,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Ro,Khanna,K000389,2017,2017-01-03,2019-01-03,17,115,412684,Ro Khanna,Q7339221,kg:/m/0q3z5xy,NA,21728,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Anna,Eshoo,E000215,2017,2017-01-03,2019-01-03,18,115,400124,Anna Eshoo,Q291193,kg:/m/024t6x,12867,29312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Zoe,Lofgren,L000397,2017,2017-01-03,2019-01-03,19,115,400245,Zoe Lofgren,Q218217,kg:/m/024t94,17087,29504,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Jimmy,Panetta,P000613,2017,2017-01-03,2019-01-03,20,115,412685,Jimmy Panetta,Q27733776,kg:/m/0pyy9y4,NA,21740,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,David,Valadao,V000129,2017,2017-01-03,2019-01-03,21,115,412515,David Valadao,Q3528567,kg:/m/0g55rlx,NA,21307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Devin,Nunes,N000181,2017,2017-01-03,2019-01-03,22,115,400297,Devin Nunes,Q539493,kg:/m/024tds,19058,20307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
California,CA,Kevin,McCarthy,M001165,2017,2017-01-03,2019-01-03,23,115,412190,Kevin McCarthy,Q766866,kg:/m/074qxm,18801,20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
California,CA,Salud,Carbajal,C001112,2017,2017-01-03,2019-01-03,24,115,412686,Salud Carbajal,Q27805429,kg:/g/11cmh_7rjt,NA,21709,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Steve,Knight,K000387,2017,2017-01-03,2019-01-03,25,115,412614,Steve Knight (politician),Q7613060,kg:/m/05zjrvq,NA,21505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California,CA,Julia,Brownley,B001285,2017,2017-01-03,2019-01-03,26,115,412516,Julia Brownley,Q3577073,kg:/m/027z42z,15032386871,21308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
